tag,del,spnumber,taxstat,family,species,genus,sp1,author1,rank1,sp2,author2,rank2,sp3,author3,hybrid,spquick,star,star_geo,star_geod,star_geou,star_infa,star_infs,tdwgtotals,origin,kew_fam,apg_fam,apg_order,moss
"*"," ",19825,"acc","Cyperaceae","Carex x musashiensis Ohwi","Carex","x musashiensis","Ohwi","","","","","",""," ","CARXM1","hyb","hyb","hyb","hyb","hyb","hyb",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19826,"acc","Cyperaceae","Carex nachiana Ohwi","Carex","nachiana","Ohwi","","","","","",""," ","CARNAC","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19827,"acc","Cyperaceae","Carex nemostachys Steud.","Carex","nemostachys","Steud.","","","","","",""," ","CARNEM","GN","GN","GN","GN","GN","GN",9,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19828,"acc","Cyperaceae","Carex nemurensis Franch.","Carex","nemurensis","Franch.","","","","","",""," ","CARNEM1","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19829,"acc","Cyperaceae","Carex nervata Franch. & Sav.","Carex","nervata","Franch. & Sav.","","","","","",""," ","CARNER","GN","GN","GN","GN","GN","GN",5,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19830,"acc","Cyperaceae","Carex neurocarpa Maxim.","Carex","neurocarpa","Maxim.","","","","","",""," ","CARNEU1","GN","GN","GN","GN","GN","GN",7,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19831,"acc","Cyperaceae","Carex nubigena D. Don ex Tilloch & Taylor","Carex","nubigena","D. Don ex Tilloch & Taylor","","","","","",""," ","CARNUB","GN","GN","GN","GN","GN","GN",16,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19832,"acc","Cyperaceae","Carex nubigena  var. franchetiana Ohwi","Carex","nubigena","","var.","franchetiana","Ohwi","","",""," ","CARNUB1","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19833,"acc","Cyperaceae","Carex oligosperma Michx.","Carex","oligosperma","Michx.","","","","","",""," ","CAROLI","GN","GN","GN","GN","GN","GN",24,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19834,"acc","Cyperaceae","Carex olivacea Boott","Carex","olivacea","Boott","","","","","",""," ","CAROLI1","GN","GN","GN","GN","GN","GN",7,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19835,"acc","Cyperaceae","Carex olivacea  subsp. confertiflora (Boott) T. Koyama","Carex","olivacea","","subsp.","confertiflora","(Boott) T. Koyama","","",""," ","CAROLI2","GN","GN","GN","GN","GN","GN",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19836,"acc","Cyperaceae","Carex omiana Franch. & Sav.","Carex","omiana","Franch. & Sav.","","","","","",""," ","CAROMI","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19837,"acc","Cyperaceae","Carex omiana  var. monticola Ohwi","Carex","omiana","","var.","monticola","Ohwi","","",""," ","CAROMI1","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19838,"acc","Cyperaceae","Carex omiana  var. omiana","Carex","omiana","","var.","omiana","","","",""," ","CAROMI2","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19839,"acc","Cyperaceae","Carex omiana  var. yakushimana Ohwi","Carex","omiana","","var.","yakushimana","Ohwi","","",""," ","CAROMI3","BK","BK","BK","BK","GD","GD",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19840,"acc","Cyperaceae","Carex omurae T. Koyama","Carex","omurae","T. Koyama","","","","","",""," ","CAROMU","GD","GD","GD","GD","GD","GD",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19841,"acc","Cyperaceae","Carex onoei Franch. & Sav.","Carex","onoei","Franch. & Sav.","","","","","",""," ","CARONO","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19842,"acc","Cyperaceae","Carex oshimensis Nakai","Carex","oshimensis","Nakai","","","","","",""," ","CAROSH","BK","BK","BK","BK","BK","BK",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19843,"acc","Cyperaceae","Carex otaruensis Franch.","Carex","otaruensis","Franch.","","","","","",""," ","CAROTA","GN","GN","GN","GN","GN","GN",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19844,"acc","Cyperaceae","Carex x otayai Ohwi","Carex","x otayai","Ohwi","","","","","",""," ","CARXO","hyb","hyb","hyb","hyb","hyb","hyb",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19845,"acc","Cyperaceae","Carex oxyandra (Franch. & Sav.) Kud?","Carex","oxyandra","(Franch. & Sav.) Kud?","","","","","",""," ","CAROXY","GN","GN","GN","GN","GN","GN",5,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19846,"acc","Cyperaceae","Carex oxyandra  var. oxyandra","Carex","oxyandra","","var.","oxyandra","","","",""," ","CAROXY1","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19847,"acc","Cyperaceae","Carex pachygyna Franch. & Sav.","Carex","pachygyna","Franch. & Sav.","","","","","",""," ","CARPAC","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19848,"acc","Cyperaceae","Carex papulosa Boott","Carex","papulosa","Boott","","","","","",""," ","CARPAP","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19849,"acc","Cyperaceae","Carex pauciflora Lightf.","Carex","pauciflora","Lightf.","","","","","",""," ","CARPAU","GN","GN","GN","GN","GN","GN",54,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19850,"acc","Cyperaceae","Carex paxii K?k.","Carex","paxii","K?k.","","","","","",""," ","CARPAX1","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19851,"acc","Cyperaceae","Carex peiktusanii Kom.","Carex","peiktusanii","Kom.","","","","","",""," ","CARPEI","GN","GN","GN","GN","GN","GN",5,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19852,"acc","Cyperaceae","Carex phacota Spreng.","Carex","phacota","Spreng.","","","","","",""," ","CARPHA","GN","GN","GN","GN","GN","GN",21,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19853,"acc","Cyperaceae","Carex phaeodon T. Koyama","Carex","phaeodon","T. Koyama","","","","","",""," ","CARPHA1","BK","BK","BK","BK","BK","BK",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19854,"acc","Cyperaceae","Carex phyllocephala T. Koyama","Carex","phyllocephala","T. Koyama","","","","","",""," ","CARPHY","GN","GN","GN","GN","GN","GN",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19855,"acc","Cyperaceae","Carex pilosa Scop.","Carex","pilosa","Scop.","","","","","",""," ","CARPIL","GN","GN","GN","GN","GN","GN",22,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19856,"acc","Cyperaceae","Carex pisiformis Boott in M.C.Perry","Carex","pisiformis","Boott in M.C.Perry","","","","","",""," ","CARPIS","GN","GN","GN","GN","GN","GN",8,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19857,"acc","Cyperaceae","Carex pisiformis  var. aureobrunnea (Ohwi) T. Koyama","Carex","pisiformis","","var.","aureobrunnea","(Ohwi) T. Koyama","","",""," ","CARPIS1","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19858,"acc","Cyperaceae","Carex pisiformis  var. elongatula (Ohwi) T. Koyama","Carex","pisiformis","","var.","elongatula","(Ohwi) T. Koyama","","",""," ","CARPIS2","BK","BK","BK","BK","GD","GD",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19859,"acc","Cyperaceae","Carex pisiformis  var. fulva (Ohwi) T. Koyama","Carex","pisiformis","","var.","fulva","(Ohwi) T. Koyama","","",""," ","CARPIS3","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19860,"acc","Cyperaceae","Carex pisiformis  f. iwakiana (Ohwi) T. Koyama","Carex","pisiformis","","f.","iwakiana","(Ohwi) T. Koyama","","",""," ","CARPIS4","f.","f.","f.","f.","f.","f.",0,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19861,"acc","Cyperaceae","Carex pisiformis  var. longiuscula (Ohwi) T. Koyama","Carex","pisiformis","","var.","longiuscula","(Ohwi) T. Koyama","","",""," ","CARPIS5","GD/","GD","BU","BK","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19862,"acc","Cyperaceae","Carex pisiformis  var. pineticola (Ohwi) T. Koyama","Carex","pisiformis","","var.","pineticola","(Ohwi) T. Koyama","","",""," ","CARPIS6","BK","BK","BK","BK","GD","GD",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19863,"acc","Cyperaceae","Carex pisiformis  var. pisiformis","Carex","pisiformis","","var.","pisiformis","","","",""," ","CARPIS7","GN","GN","GN","GN","GN","GN",7,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19864,"acc","Cyperaceae","Carex pisiformis  var. sikokiana (Franch. & Sav.) T. Koyama","Carex","pisiformis","","var.","sikokiana","(Franch. & Sav.) T. Koyama","","",""," ","CARPIS8","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19865,"acc","Cyperaceae","Carex planata Franch. & Sav.","Carex","planata","Franch. & Sav.","","","","","",""," ","CARPLA","GN/","GN","GN","BU","GN","GN",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19866,"acc","Cyperaceae","Carex planiculmis Kom.","Carex","planiculmis","Kom.","","","","","",""," ","CARPLA1","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19867,"acc","Cyperaceae","Carex poculisquama K?k.","Carex","poculisquama","K?k.","","","","","",""," ","CARPOC","GN","GN","GN","GN","GN","GN",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19868,"acc","Cyperaceae","Carex podogyna Franch. & Sav.","Carex","podogyna","Franch. & Sav.","","","","","",""," ","CARPOD","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19869,"acc","Cyperaceae","Carex pseudocuraica F. Schmidt","Carex","pseudocuraica","F. Schmidt","","","","","",""," ","CARPSE","GN","GN","GN","GN","GN","GN",13,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19870,"acc","Cyperaceae","Carex pseudocyperus L.","Carex","pseudocyperus","L.","","","","","",""," ","CARPSE1","GN","GN","GN","GN","GN","GN",79,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19871,"acc","Cyperaceae","Carex pseudocyperus  var. pseudocyperus","Carex","pseudocyperus","","var.","pseudocyperus","","","",""," ","CARPSE2","GN","GN","GN","GN","GN","GN",70,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19872,"acc","Cyperaceae","Carex pseudololiacea F. Schmidt","Carex","pseudololiacea","F. Schmidt","","","","","",""," ","CARPSE3","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19873,"acc","Cyperaceae","Carex pseudosadoensis Akiyama","Carex","pseudosadoensis","Akiyama","","","","","",""," ","CARPSE4","GN/","GN","GN","BU","GN","GN",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19874,"acc","Cyperaceae","Carex pudica Honda","Carex","pudica","Honda","","","","","",""," ","CARPUD","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19875,"acc","Cyperaceae","Carex pumila Thunb.","Carex","pumila","Thunb.","","","","","",""," ","CARPUM","GN","GN","GN","GN","GN","GN",16,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19876,"acc","Cyperaceae","Carex quadriflora (K?k.) Ohwi","Carex","quadriflora","(K?k.) Ohwi","","","","","",""," ","CARQUA","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19877,"acc","Cyperaceae","Carex ramenskii Kom.","Carex","ramenskii","Kom.","","","","","",""," ","CARRAM","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19878,"acc","Cyperaceae","Carex rara Boott","Carex","rara","Boott","","","","","",""," ","CARRAR","GN","GN","GN","GN","GN","GN",12,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19879,"acc","Cyperaceae","Carex rara  subsp. rara","Carex","rara","","subsp.","rara","","","",""," ","CARRAR1","GN","GN","GN","GN","GN","GN",10,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19880,"acc","Cyperaceae","Carex reinii Franch. & Sav.","Carex","reinii","Franch. & Sav.","","","","","",""," ","CARREI","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19881,"acc","Cyperaceae","Carex remota L.","Carex","remota","L.","","","","","",""," ","CARREM","GN","GN","GN","GN","GN","GN",60,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19882,"acc","Cyperaceae","Carex remota  subsp. remota","Carex","remota","","subsp.","remota","","","",""," ","CARREM1","GN","GN","GN","GN","GN","GN",0,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19883,"acc","Cyperaceae","Carex remota  subsp. rochebrunii (Franch. & Sav.) K?k.","Carex","remota","","subsp.","rochebrunii","(Franch. & Sav.) K?k.","","",""," ","CARREM2","GN","GN","GN","GN","GN","GN",9,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19884,"acc","Cyperaceae","Carex remotiuscula Wahlenb.","Carex","remotiuscula","Wahlenb.","","","","","",""," ","CARREM3","GN","GN","GN","GN","GN","GN",8,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19885,"acc","Cyperaceae","Carex x rikuchiuensis Akiyama","Carex","x rikuchiuensis","Akiyama","","","","","",""," ","CARXR","hyb","hyb","hyb","hyb","hyb","hyb",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19886,"acc","Cyperaceae","Carex rugata Ohwi","Carex","rugata","Ohwi","","","","","",""," ","CARRUG","GN","GN","GN","GN","GN","GN",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19887,"acc","Cyperaceae","Carex rugulosa K?k.","Carex","rugulosa","K?k.","","","","","",""," ","CARRUG1","GN","GN","GN","GN","GN","GN",7,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19888,"acc","Cyperaceae","Carex ruralis J.Oda & Nagam.","Carex","ruralis","J.Oda & Nagam.","","","","","",""," ","CARRUR","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19889,"acc","Cyperaceae","Carex sacrosancta Honda","Carex","sacrosancta","Honda","","","","","",""," ","CARSAC","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19890,"acc","Cyperaceae","Carex sacrosancta  var. sacrosancta","Carex","sacrosancta","","var.","sacrosancta","","","",""," ","CARSAC1","BU/","BU","GN","GD","GN","BU",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19891,"acc","Cyperaceae","Carex sadoensis Franch.","Carex","sadoensis","Franch.","","","","","",""," ","CARSAD","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19892,"acc","Cyperaceae","Carex x sakaguchii Ohwi","Carex","x sakaguchii","Ohwi","","","","","",""," ","CARXS","hyb","hyb","hyb","hyb","hyb","hyb",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19893,"acc","Cyperaceae","Carex satsumensis Franch. & Sav.","Carex","satsumensis","Franch. & Sav.","","","","","",""," ","CARSAT","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19894,"acc","Cyperaceae","Carex scabrifolia Steud.","Carex","scabrifolia","Steud.","","","","","",""," ","CARSCA","GN","GN","GN","GN","GN","GN",8,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19895,"acc","Cyperaceae","Carex schmidtii Meinsh.","Carex","schmidtii","Meinsh.","","","","","",""," ","CARSCH4","GN","GN","GN","GN","GN","GN",17,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19896,"acc","Cyperaceae","Carex scita Maxim.","Carex","scita","Maxim.","","","","","",""," ","CARSCI","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19897,"acc","Cyperaceae","Carex scita  var. parvisquama T. Koyama","Carex","scita","","var.","parvisquama","T. Koyama","","",""," ","CARSCI1","BK","BK","BK","BK","GD","GD",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19898,"acc","Cyperaceae","Carex scita  var. riishirensis (Franch.) K?k.","Carex","scita","","var.","riishirensis","(Franch.) K?k.","","",""," ","CARSCI2","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19899,"acc","Cyperaceae","Carex scita  var. scabrinervia (Franch.) K?k.","Carex","scita","","var.","scabrinervia","(Franch.) K?k.","","",""," ","CARSCI3","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19900,"acc","Cyperaceae","Carex scita  var. scita","Carex","scita","","var.","scita","","","",""," ","CARSCI4","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19901,"acc","Cyperaceae","Carex scitiformis K?k.","Carex","scitiformis","K?k.","","","","","",""," ","CARSCI5","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19902,"acc","Cyperaceae","Carex semihyalofructa Tak.Shimizu","Carex","semihyalofructa","Tak.Shimizu","","","","","",""," ","CARSEM","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19903,"acc","Cyperaceae","Carex sendaica Franch.","Carex","sendaica","Franch.","","","","","",""," ","CARSEN1","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19904,"acc","Cyperaceae","Carex sendaica  var. pseudosendaica T. Koyama","Carex","sendaica","","var.","pseudosendaica","T. Koyama","","",""," ","CARSEN2","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19905,"acc","Cyperaceae","Carex sendaica  var. sendaica","Carex","sendaica","","var.","sendaica","","","",""," ","CARSEN3","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19906,"acc","Cyperaceae","Carex x shakushizawaensis Akiyama","Carex","x shakushizawaensis","Akiyama","","","","","",""," ","CARXS1","hyb","hyb","hyb","hyb","hyb","hyb",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19907,"acc","Cyperaceae","Carex shimidzensis Franch.","Carex","shimidzensis","Franch.","","","","","",""," ","CARSHI","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19908,"acc","Cyperaceae","Carex x shinanoana Nakai ex Aliyama","Carex","x shinanoana","Nakai ex Aliyama","","","","","",""," ","CARXS2","hyb","hyb","hyb","hyb","hyb","hyb",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19909,"acc","Cyperaceae","Carex siderosticta Hance","Carex","siderosticta","Hance","","","","","",""," ","CARSID","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19910,"acc","Cyperaceae","Carex siderosticta  var. pilosa H.L?v. ex T. Koyama","Carex","siderosticta","","var.","pilosa","H.L?v. ex T. Koyama","","",""," ","CARSID1","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19911,"acc","Cyperaceae","Carex siderosticta  var. siderosticta","Carex","siderosticta","","var.","siderosticta","","","",""," ","CARSID2","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19912,"acc","Cyperaceae","Carex siroumensis Koidz.","Carex","siroumensis","Koidz.","","","","","",""," ","CARSIR","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19913,"acc","Cyperaceae","Carex sociata Boott","Carex","sociata","Boott","","","","","",""," ","CARSOC","BU/","BU","GN","GD","BU","BU",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19914,"acc","Cyperaceae","Carex sordida Van Heurck & M?ll.Arg.","Carex","sordida","Van Heurck & M?ll.Arg.","","","","","",""," ","CARSOR","GN","GN","GN","GN","GN","GN",11,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19915,"acc","Cyperaceae","Carex stenantha Franch. & Sav.","Carex","stenantha","Franch. & Sav.","","","","","",""," ","CARSTE","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19916,"acc","Cyperaceae","Carex stenantha  var. stenantha","Carex","stenantha","","var.","stenantha","","","",""," ","CARSTE1","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19917,"acc","Cyperaceae","Carex stenantha  var. taisetsuensis Akiyama","Carex","stenantha","","var.","taisetsuensis","Akiyama","","",""," ","CARSTE2","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19918,"acc","Cyperaceae","Carex stenostachys Franch. & Sav.","Carex","stenostachys","Franch. & Sav.","","","","","",""," ","CARSTE3","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19919,"acc","Cyperaceae","Carex stenostachys  var. cuneata (Ohwi) Ohwi & T. Koyama","Carex","stenostachys","","var.","cuneata","(Ohwi) Ohwi & T. Koyama","","",""," ","CARSTE4","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19920,"acc","Cyperaceae","Carex stenostachys  var. ikegamiana T. Koyama","Carex","stenostachys","","var.","ikegamiana","T. Koyama","","",""," ","CARSTE5","GD/","GD","BU","BK","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19921,"acc","Cyperaceae","Carex stenostachys  var. stenostachys","Carex","stenostachys","","var.","stenostachys","","","",""," ","CARSTE6","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
