tag,del,spnumber,taxstat,synof,family,species,genus,sp1,homonym,author1,rank1,sp2,author2,rank2,sp3,author3,star,tdwgtotals,origin,star_geo,star_geod,star_geou,star_infa,star_infs,horim_page,horim_uniq,kewstar,xtdwgtotal,tdwgareas
*, ,3993,acc,0,Cupressaceae,Chamaecyparis pisifera (Sieb. et Zucc.) Endl.,Chamaecyparis,pisifera,0,(Sieb. et Zucc.) Endl.,,,,,,,BU,1,Flora of Japan Vol. I,BU,BU,BU,BU,BU,0,,BU,1,37.894518
*, ,3995,acc,0,Cupressaceae,Juniperus taxifolia Hook. et Arn.,Juniperus,taxifolia,0,Hook. et Arn.,,,,,,,BK,1,Flora of Japan Vol. I,BK,BK,BK,BK,BK,508,*,BK,1,0.00696
*, ,3997,acc,0,Cupressaceae,Juniperus rigida Sieb. et Zucc.,Juniperus,rigida,0,Sieb. et Zucc.,,,,,,,GN,6,Flora of Japan Vol. I,GN,GN,GN,GN,GN,507,*,GN,6,473.380558
*, ,4000,acc,0,Podocarpaceae,Podocarpus macrophyllus (Thunb.) D. Don,Podocarpus,macrophyllus,0,(Thunb.) D. Don,,,,,,,GN,3,Flora of Japan Vol. I,GN,GN,GN,GN,GN,3,*,GN,3,289.766047
*, ,4003,acc,0,Taxaceae,Torreya nucifera (L.) Sieb. et Zucc.,Torreya,nucifera,0,(L.) Sieb. et Zucc.,,,,,,,GN,1,Flora of Japan Vol. I,GN,GN,GN,GN,GN,2,*,BU,1,37.894518
*, ,4583,acc,0,Sapotaceae,Planchonella obovata (R. Br.) Pierre,Planchonella,obovata,0,(R. Br.) Pierre,,,,,,,GN,26,Flora of Japan IIIa,GN,GN,GN,GN,GN,721,*,GN,26,574.437148
*, ,4584,acc,0,Sapotaceae,Planchonella boninensis (Nakai) Masamune et Yanagihara,Planchonella,boninensis,0,(Nakai) Masamune et Yanagihara,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,4585,acc,0,Ebenaceae,Diospyros eriantha Champ. ex Benth.,Diospyros,eriantha,0,Champ. ex Benth.,,,,,,,GN,10,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,10,309.586908
*, ,4586,acc,0,Ebenaceae,Diospyros maritima Bl.,Diospyros,maritima,0,Bl.,,,,,,,GN,14,Flora of Japan IIIa,GN,GN,GN,GN,GN,309,*,GN,14,731.588103
*, ,4587,acc,0,Ebenaceae,Diospyros morrisiana Hance,Diospyros,morrisiana,0,Hance,,,,,,,GN,4,Flora of Japan IIIa,GN,GN,GN,GN,GN,723,*,GN,4,172.433558
*, ,4589,acc,0,Ebenaceae,Diospyros japonica Sieb. et Zucc.,Diospyros,japonica,0,Sieb. et Zucc.,,,,,,,GN,4,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,4,169.040764
*, ,4590,acc,0,Ebenaceae,Diospyros oldhamii Maxim.,Diospyros,oldhamii,0,Maxim.,,,,,,,GD,2,Flora of Japan IIIa,GD,GD,GD,GD,GD,0,,BK,2,3.392794
*, ,4618,acc,0,Oleaceae,Forsythia japonica Makino,Forsythia,japonica,0,Makino,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,728,*,GD,1,37.894518
*, ,4619,acc,0,Oleaceae,Forsythia togashii Hara,Forsythia,togashii,0,Hara,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,729,*,BK,1,37.894518
*, ,4621,acc,0,Oleaceae,Syringa reticulata (Bl.) Hara,Syringa,reticulata,0,(Bl.) Hara,,,,,,,GN,8,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,8,670.921368
*, ,4623,acc,0,Oleaceae,Fraxinus mandshurica Rupr.,Fraxinus,mandshurica,0,Rupr.,,,,,,,GN,7,Flora of Japan IIIa,GN,GN,GN,GN,GN,730,*,GN,7,526.731738
*, ,4625,acc,0,Oleaceae,Fraxinus sieboldiana Bl.,Fraxinus,sieboldiana,0,Bl.,,,,,,,GN,3,Flora of Japan IIIa,GN,GN,GN,GN,GN,731,*,GN,3,191.808946
*, ,4626,acc,0,Oleaceae,Fraxinus lanuginosa Koidz.,Fraxinus,lanuginosa,0,Koidz.,,,,,,,BU,2,Flora of Japan IIIa,BU,BU,BU,BU,BU,731,,GN,2,56.777299
*, ,4627,acc,0,Oleaceae,Fraxinus apertisquamifera Hara,Fraxinus,apertisquamifera,0,Hara,,,,,,,BU,1,Flora of Japan IIIa,BU,BU,BU,BU,BU,0,,GD,1,37.894518
*, ,4629,acc,0,Oleaceae,Fraxinus longicuspis Sieb. et Zucc.,Fraxinus,longicuspis,0,Sieb. et Zucc.,,,,,,,BU,1,Flora of Japan IIIa,BU,BU,BU,BU,BU,0,,BU,1,37.894518
*, ,4630,acc,0,Oleaceae,Chionanthus retusus Lindl. ex Paxt.,Chionanthus,retusus,0,Lindl. ex Paxt.,,,,,,,GN,6,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,6,428.866985
*, ,4631,acc,0,Oleaceae,Osmanthus marginatus (Champ. ex Benth.) Hemsl.,Osmanthus,marginatus,0,(Champ. ex Benth.) Hemsl.,,,,,,,GN,6,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,6,285.848172
*, ,4632,acc,0,Oleaceae,Osmanthus insularis Koidz.,Osmanthus,insularis,0,Koidz.,,,,,,,BU,4,Flora of Japan IIIa,BU,BU,BU,BU,BU,0,,GN,4,60.859376
*, ,4633,acc,0,Oleaceae,Osmanthus rigidus Nakai,Osmanthus,rigidus,0,Nakai,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BK,1,37.894518
*, ,4634,acc,0,Oleaceae,Osmanthus heterophyllus (G. Don) P. S. Green,Osmanthus,heterophyllus,0,(G. Don) P. S. Green,,,,,,,BU,3,Flora of Japan IIIa,BU,BU,BU,BU,BU,316,*,BU,3,41.287312
*, ,4636,acc,0,Oleaceae,Ligustrum japonicum Thunb.,Ligustrum,japonicum,0,Thunb.,,,,,,,GN,5,Flora of Japan IIIa,GN,GN,GN,GN,GN,317,*,GN,5,195.20174
*, ,4637,acc,0,Oleaceae,Ligustrum micranthum Sieb. et Zucc.,Ligustrum,micranthum,0,Sieb. et Zucc.,,,,,,,BK,2,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BK,2,0.010638
*, ,4638,acc,0,Oleaceae,Ligustrum liukiuense Koidz.,Ligustrum,liukiuense,0,Koidz.,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,732,*,BK,1,0.189716
*, ,4640,acc,0,Oleaceae,Ligustrum tamakii Hatusima,Ligustrum,tamakii,0,Hatusima,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BK,1,37.894518
*, ,4641,acc,0,Oleaceae,Ligustrum salicinum Nakai,Ligustrum,salicinum,0,Nakai,,,,,,,BU,2,Flora of Japan IIIa,BU,BU,BU,BU,BU,0,,BU,2,60.6627
*, ,4642,acc,0,Oleaceae,Ligustrum ovalifolium Hassk.,Ligustrum,ovalifolium,0,Hassk.,,,,,,,GN,2,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,10,60.6627
*, ,4643,acc,0,Oleaceae,Ligustrum tschonoskii Decne.,Ligustrum,tschonoskii,0,Decne.,,,,,,,GN,2,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,2,39.154605
*, ,4644,acc,0,Oleaceae,Ligustrum ibota Sieb. ex Sieb. et Zucc.,Ligustrum,ibota,0,Sieb. ex Sieb. et Zucc.,,,,,,,GN,2,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,2,60.6627
*, ,4645,acc,0,Oleaceae,Ligustrum obtusifolium Sieb. et Zucc.,Ligustrum,obtusifolium,0,Sieb. et Zucc.,,,,,,,GN,5,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,5,396.473016
*, ,4689,acc,0,Apocynaceae,Ochrosia hexandra Koidz.,Ochrosia,hexandra,0,Koidz.,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BK,1,0.003678
*, ,4690,acc,0,Apocynaceae,Amsonia elliptica (Thunb.) Roem. et Schult.,Amsonia,elliptica,0,(Thunb.) Roem. et Schult.,,,,,,,GN,3,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,3,191.808946
*, ,4691,acc,0,Apocynaceae,Cerbera manghas L.,Cerbera,manghas,0,L.,,,,,,,GN,49,Flora of Japan IIIa,GN,GN,GN,GN,GN,322,*,GN,49,1202.525011
*, ,4693,acc,0,Apocynaceae,Apocynum venetum L.,Apocynum,venetum,0,L.,,,,,,,GN,33,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,33,2875.072137
*, ,4695,acc,0,Apocynaceae,Anodendron affine (Hook. et Arn.) Drude,Anodendron,affine,0,(Hook. et Arn.) Drude,,,,,,,GN,12,Flora of Japan IIIa,GN,GN,GN,GN,GN,321,*,GN,12,481.618604
*, ,4696,acc,0,Apocynaceae,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,jasminoides,0,(Lindl.) Lem.,,,,,,,GN,10,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,10,587.079481
*, ,4697,acc,0,Apocynaceae,Trachelospermum asiaticum (Sieb. et Zucc.) Nakai,Trachelospermum,asiaticum,0,(Sieb. et Zucc.) Nakai,,,,,,,GN,16,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,16,661.881456
*, ,4782,acc,0,Rubiaceae,Wendlandia formosana Cowan,Wendlandia,formosana,0,Cowan,,,,,,,GN,3,Flora of Japan IIIa,GN,GN,GN,GN,GN,362,*,GN,3,31.053644
*, ,4783,acc,0,Rubiaceae,Coptosapelta diffusa (Champ. ex Benth.) Steenis,Coptosapelta,diffusa,0,(Champ. ex Benth.) Steenis,,,,,,,GN,4,Flora of Japan IIIa,GN,GN,GN,GN,GN,777,*,GN,4,255.264323
*, ,4784,acc,0,Rubiaceae,Uncaria rhynchophylla (Miq.) Miq.,Uncaria,rhynchophylla,0,(Miq.) Miq.,,,,,,,GN,4,Flora of Japan IIIa,GN,GN,GN,GN,GN,361,*,GN,4,317.426897
*, ,4785,acc,0,Rubiaceae,Sinoadina racemosa (Sieb. et Zucc.) Ridsdale,Sinoadina,racemosa,0,(Sieb. et Zucc.) Ridsdale,,,,,,,GN,7,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,7,394.554496
*, ,4786,acc,0,Rubiaceae,Adina pilulifera (Lam.) Fr. ex Drake,Adina,pilulifera,0,(Lam.) Fr. ex Drake,,,,,,,GN,5,Flora of Japan IIIa,GN,GN,GN,GN,GN,350,*,GN,5,320.349896
*, ,4787,acc,0,Rubiaceae,Mussaenda shikokiana Makino,Mussaenda,shikokiana,0,Makino,,,,,,,GN,4,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,4,292.969125
*, ,4788,acc,0,Rubiaceae,Mussaenda parviflora Miq.,Mussaenda,parviflora,0,Miq.,,,,,,,GD,4,Flora of Japan IIIa,GD,GD,GD,GD,GD,0,,GD,4,172.433558
*, ,4789,acc,0,Rubiaceae,Tarenna gracilipes (Hayata) Ohwi,Tarenna,gracilipes,0,(Hayata) Ohwi,,,,,,,GD,2,Flora of Japan IIIa,GD,GD,GD,GD,GD,0,,BK,2,3.392794
*, ,4790,acc,0,Rubiaceae,Tarenna subsessilis (A. Gray) Ohwi,Tarenna,subsessilis,0,(A. Gray) Ohwi,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,4791,acc,0,Rubiaceae,Gardenia jasminoides Ellis,Gardenia,jasminoides,0,Ellis,,,,,,,GN,12,Flora of Japan IIIa,GN,GN,GN,GN,GN,351,*,GN,14,527.001373
*, ,4792,acc,0,Rubiaceae,Gardenia boninensis (Nakai) Tuyama ex Yamazaki,Gardenia,boninensis,0,(Nakai) Tuyama ex Yamazaki,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,4797,acc,0,Rubiaceae,Guettarda speciosa L.,Guettarda,speciosa,0,L.,,,,,,,GN,51,Flora of Japan IIIa,GN,GN,GN,GN,GN,770,*,GN,51,1172.911791
*, ,4798,acc,0,Rubiaceae,Morinda citrifolia L.,Morinda,citrifolia,0,L.,,,,,,,GN,30,Flora of Japan IIIa,GN,GN,GN,GN,GN,774,*,GN,72,1264.37177
*, ,4799,acc,0,Rubiaceae,Morinda umbellata L.,Morinda,umbellata,0,L.,,,,,,,GN,23,Flora of Japan IIIa,GN,GN,GN,GN,GN,354,*,GN,23,992.353587
*, ,4809,acc,0,Rubiaceae,Neanotis hirsuta (L. f.) W. H. Lewis,Neanotis,hirsuta,0,(L. f.) W. H. Lewis,,,,,,,GN,21,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,21,923.522599
*, ,4810,acc,0,Rubiaceae,Neanotis hondae (Hara) W. H. Lewis,Neanotis,hondae,0,(Hara) W. H. Lewis,,,,,,,GD,1,Flora of Japan IIIa,GD,GD,GD,GD,GD,0,,BU,1,37.894518
*, ,4811,acc,0,Rubiaceae,Ophiorrhiza japonica Bl.,Ophiorrhiza,japonica,0,Bl.,,,,,,,GN,8,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,8,436.872368
*, ,4812,acc,0,Rubiaceae,Ophiorrhiza kuroiwae Makino,Ophiorrhiza,kuroiwae,0,Makino,,,,,,,GN!,3,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,3,27.884551
*, ,4813,acc,0,Rubiaceae,Ophiorrhiza pumila Champ. ex Benth.,Ophiorrhiza,pumila,0,Champ. ex Benth.,,,,,,,GN,7,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,7,323.74269
*, ,4815,acc,0,Rubiaceae,Lasianthus cyanocarpus Jack,Lasianthus,cyanocarpus,0,Jack,,,,,,,GN,13,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,13,587.152609
*, ,4817,acc,0,Rubiaceae,Lasianthus curtisii King et Gamble,Lasianthus,curtisii,0,King et Gamble,,,,,,,GN,10,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,10,305.982931
*, ,4819,acc,0,Rubiaceae,Lasianthus fordii Hance,Lasianthus,fordii,0,Hance,,,,,,,GN,13,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,13,499.072525
*, ,4820,acc,0,Rubiaceae,Lasianthus japonicus Miq.,Lasianthus,japonicus,0,Miq.,,,,,,,GN,10,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,10,486.597415
*, ,4821,acc,0,Rubiaceae,Damnacanthus macrophyllus Sieb. ex Miq.,Damnacanthus,macrophyllus,0,Sieb. ex Miq.,,,,,,,BU,4,Flora of Japan IIIa,BU,BU,BU,BU,BU,0,,GN,4,289.955763
*, ,4822,acc,0,Rubiaceae,Damnacanthus biflorus (Rehder) Masamune,Damnacanthus,biflorus,0,(Rehder) Masamune,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,768,*,BK,1,0.189716
*, ,4823,acc,0,Rubiaceae,Damnacanthus indicus Gaertn. f.,Damnacanthus,indicus,0,Gaertn. f.,,,,,,,GN,9,Flora of Japan IIIa,GN,GN,GN,GN,GN,769,*,GN,9,509.576982
*, ,4826,acc,0,Rubiaceae,Psychotria manillensis Bartl. ex DC.,Psychotria,manillensis,0,Bartl. ex DC.,,,,,,,GN,3,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,3,27.884551
*, ,4827,acc,0,Rubiaceae,Psychotria serpens L.,Psychotria,serpens,0,L.,,,,,,,GN,9,Flora of Japan IIIa,GN,GN,GN,GN,GN,357,*,GN,9,281.038447
*, ,4828,acc,0,Rubiaceae,Psychotria boninensis Nakai,Psychotria,boninensis,0,Nakai,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,4829,acc,0,Rubiaceae,Psychotria homalosperma A. GrayA. Gray,Psychotria,homalosperma,0,A. GrayA. Gray,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,4830,acc,0,Rubiaceae,Mitchella undulata Sieb. et Zucc.,Mitchella,undulata,0,Sieb. et Zucc.,,,,,,,GN,4,Flora of Japan IIIa,GN,GN,GN,GN,GN,773,*,GN,4,195.012024
*, ,4831,acc,0,Rubiaceae,Leptodermis pulchella Yatabe,Leptodermis,pulchella,0,Yatabe,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,GD,1,37.894518
*, ,4832,acc,0,Rubiaceae,Serissa japonica (Thunb.) Thunb.,Serissa,japonica,0,(Thunb.) Thunb.,,,,,,,GN,3,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GNx,18,255.074607
*, ,4833,acc,0,Rubiaceae,Pseudopyxis depressa Miq.,Pseudopyxis,depressa,0,Miq.,,,,,,,GD,1,Flora of Japan IIIa,GD,GD,GD,GD,GD,0,,GD,1,37.894518
*, ,4834,acc,0,Rubiaceae,Pseudopyxis heterophylla (Miq.) Maxim.,Pseudopyxis,heterophylla,0,(Miq.) Maxim.,,,,,,,GD,1,Flora of Japan IIIa,GD,GD,GD,GD,GD,0,,GD,1,37.894518
*, ,4835,acc,0,Rubiaceae,Paederia foetida L.,Paederia,foetida,0,L.,,,,,,,GN,32,Flora of Japan IIIa,GN,GN,GN,GN,GN,355,*,GN,42,1170.246765
*, ,4838,acc,0,Rubiaceae,Rubia chinensis Regel et Maack ex Regel,Rubia,chinensis,0,Regel et Maack ex Regel,,,,,,,GN,5,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,5,284.209551
*, ,4839,acc,0,Rubiaceae,Rubia argyi (L{e'}v. et Van.) Hara ex Lauener,Rubia,argyi,0,(L{e'}v. et Van.) Hara ex Lauener,,,,,,,GN,6,Flora of Japan IIIa,GN,GN,GN,GN,GN,359,*,GN,6,428.866985
*, ,4840,acc,0,Rubiaceae,Rubia cordifolia L.,Rubia,cordifolia,0,L.,,,,,,,GN,47,Flora of Japan IIIa,GN,GN,GN,GN,GN,775,*,GN,47,2697.388352
*, ,4841,acc,0,Rubiaceae,Rubia hexaphylla (Makino) Makino,Rubia,hexaphylla,0,(Makino) Makino,,,,,,,GN,2,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,2,60.6627
*, ,4842,acc,0,Rubiaceae,Rubia jesoensis (Miq.) Miyabe et Miyake,Rubia,jesoensis,0,(Miq.) Miyabe et Miyake,,,,,,,GN,8,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,8,409.662662
*, ,4844,acc,0,Rubiaceae,Asperula trifida Makino,Asperula,trifida,0,Makino,,,,,,,BU,1,Flora of Japan IIIa,BU,BU,BU,BU,BU,0,,BU,1,37.894518
*, ,4845,acc,0,Rubiaceae,Galium kinuta Nakai et Hara,Galium,kinuta,0,Nakai et Hara,,,,,,,BU,7,Flora of Japan IIIa,BU,BU,BU,BU,BU,0,,GN,7,692.453259
*, ,4846,acc,0,Rubiaceae,Galium nakaii Kudo ex Hara,Galium,nakaii,0,Kudo ex Hara,,,,,,,BU,1,Flora of Japan IIIa,BU,BU,BU,BU,BU,0,,BU,1,37.894518
*, ,4847,acc,0,Rubiaceae,Galium boreale L.,Galium,boreale,0,L.,,,,,,,GN,98,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,98,6342.76225
*, ,4848,acc,0,Rubiaceae,Galium kamtschaticum Steller ex Roem. et Schult.,Galium,kamtschaticum,0,Steller ex Roem. et Schult.,,,,,,,GN,13,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,13,1001.62035
*, ,4849,acc,0,Rubiaceae,Galium paradoxum Maxim.,Galium,paradoxum,0,Maxim.,,,,,,,GN,16,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,16,1281.166149
*, ,4857,acc,0,Rubiaceae,Galium tokyoense Makino,Galium,tokyoense,0,Makino,,,,,,,GN,5,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,5,400.167058
*, ,4858,acc,0,Rubiaceae,Galium triflorum Michx.,Galium,triflorum,0,Michx.,,,,,,,GN,45,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,45,3903.212447
*, ,4859,acc,0,Rubiaceae,Galium trifloriforme Kom.,Galium,trifloriforme,0,Kom.,,,,,,,GN,7,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,7,371.044406
*, ,4860,acc,0,Theligonaceae,Theligonum japonicum Okubo et Makino,Theligonum,japonicum,0,Okubo et Makino,,,,,,,BU,3,Flora of Japan IIIa,BU,BU,BU,BU,BU,0,,BU,3,282.170442
*, ,4891,acc,0,Verbenaceae,Clerodendrum trichotomum Thunb.,Clerodendrum,trichotomum,0,Thunb.,,,,,,,GN,10,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,14,621.029633
*, ,4893,acc,0,Verbenaceae,Vitex quinata (Lour.) F. N. Williams,Vitex,quinata,0,(Lour.) F. N. Williams,,,,,,,GN,26,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,26,998.945044
*, ,4895,acc,0,Verbenaceae,Vitex trifolia L.,Vitex,trifolia,0,L.,,,,,,,GN,64,Flora of Japan IIIa,GN,GN,GN,GN,GN,341,*,GN,69,2302.168963
*, ,4897,acc,0,Verbenaceae,Premna microphylla Turcz.,Premna,microphylla,0,Turcz.,,,,,,,GN,5,Flora of Japan IIIa,GN,GN,GN,GN,GN,339,*,GN,5,293.158841
*, ,4899,acc,0,Verbenaceae,Premna nauseosa Blanco,Premna,nauseosa,0,Blanco,,,,,,,GN,9,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,9,252.85843
*, ,4900,acc,0,Verbenaceae,Callicarpa kochiana Makino,Callicarpa,kochiana,0,Makino,,,,,,,GN,5,Flora of Japan IIIa,GN,GN,GN,GN,GN,748,*,GN,5,202.827691
*, ,4901,acc,0,Verbenaceae,Callicarpa mollis Sieb. et Zucc.,Callicarpa,mollis,0,Sieb. et Zucc.,,,,,,,GN,2,Flora of Japan IIIa,GN,GN,GN,GN,GN,749,*,GN,2,60.6627
*, ,4902,acc,0,Verbenaceae,Callicarpa oshimensis Hayata,Callicarpa,oshimensis,0,Hayata,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,334,*,BK,1,0.189716
*, ,4903,acc,0,Verbenaceae,Callicarpa formosana Rolfe,Callicarpa,formosana,0,Rolfe,,,,,,,GN,6,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,6,177.084028
*, ,4904,acc,0,Verbenaceae,Callicarpa subpubescens Hook. et Arn.,Callicarpa,subpubescens,0,Hook. et Arn.,,,,,,,BK,2,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BK,2,0.010638
*, ,4905,acc,0,Verbenaceae,Callicarpa nishimurae Koidz.,Callicarpa,nishimurae,0,Koidz.,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,4906,acc,0,Verbenaceae,Callicarpa glabra Koidz.,Callicarpa,glabra,0,Koidz.,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,4907,acc,0,Verbenaceae,Callicarpa japonica Thunb.,Callicarpa,japonica,0,Thunb.,,,,,,,GN,8,Flora of Japan IIIa,GN,GN,GN,GN,GN,747,*,GN,10,520.591093
*, ,4908,acc,0,Verbenaceae,Callicarpa dichotoma (Lour.) K. Koch,Callicarpa,dichotoma,0,(Lour.) K. Koch,,,,,,,GN,7,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,12,453.514473
*, ,4909,acc,0,Verbenaceae,Callicarpa shikokiana Makino,Callicarpa,shikokiana,0,Makino,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BU,1,37.894518
*, ,4912,acc,0,Verbenaceae,Caryopteris incana (Thunb. ex Houtt.) Miq.,Caryopteris,incana,0,(Thunb. ex Houtt.) Miq.,,,,,,,GN,5,Flora of Japan IIIa,GN,GN,GN,GN,GN,337,*,GN,5,315.737307
*, ,4915,acc,0,Verbenaceae,Phyla nodiflora (L.) Greene,Phyla,nodiflora,0,(L.) Greene,,,,,,,GN,134,Flora of Japan IIIa,GN,GN,GN,GN,GN,750,*,GN,136,5255.247461
*, ,4916,acc,0,Verbenaceae,Stachytarpheta urticifolia (Salisb.) Sims,Stachytarpheta,urticifolia,0,(Salisb.) Sims,,,,,,,GN,8,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GNx,69,392.802235
*, ,4917,acc,0,Verbenaceae,Stachytarpheta jamaicensis (L.) Vahl,Stachytarpheta,jamaicensis,0,(L.) Vahl,,,,,,,GN,32,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GNx,63,759.287566
*, ,4918,acc,0,Verbenaceae,Verbena officinalis L.,Verbena,officinalis,0,L.,,,,,,,GN,89,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,153,4532.475355
*, ,4920,acc,0,Labiatae,Ajuga japonica Miq.,Ajuga,japonica,0,Miq.,,,,,,,BU,1,Flora of Japan IIIa,BU,BU,BU,BU,BU,0,,BU,1,37.894518
*, ,4921,acc,0,Labiatae,Ajuga makinoi Nakai,Ajuga,makinoi,0,Nakai,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BU,1,37.894518
*, ,4922,acc,0,Labiatae,Ajuga yesoensis Maxim. ex Fr. et Sav.,Ajuga,yesoensis,0,Maxim. ex Fr. et Sav.,,,,,,,GN,1,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,BU,1,37.894518
*, ,4924,acc,0,Labiatae,Ajuga taiwanensis Nakai ex Murata,Ajuga,taiwanensis,0,Nakai ex Murata,,,,,,,GN,3,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,3,27.884551
*, ,4925,acc,0,Labiatae,Ajuga decumbens Thunb.,Ajuga,decumbens,0,Thunb.,,,,,,,GN,10,Flora of Japan IIIa,GN,GN,GN,GN,GN,342,*,GN,10,596.727592
*, ,4926,acc,0,Labiatae,Ajuga shikotanensis Miyabe et Tatewaki,Ajuga,shikotanensis,0,Miyabe et Tatewaki,,,,,,,BU,2,Flora of Japan IIIa,BU,BU,BU,BU,BU,0,,GN,2,39.154605
*, ,4927,acc,0,Labiatae,Ajuga nipponensis Makino,Ajuga,nipponensis,0,Makino,,,,,,,GN,7,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,7,346.321156
*, ,4928,acc,0,Labiatae,Ajuga dictyocarpa Hayata,Ajuga,dictyocarpa,0,Hayata,,,,,,,GN,4,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,4,162.19989
*, ,4929,acc,0,Labiatae,Ajuga boninsimae Maxim.,Ajuga,boninsimae,0,Maxim.,,,,,,,BK,1,Flora of Japan IIIa,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,4930,acc,0,Labiatae,Ajuga pygmaea A. GrayA. Gray,Ajuga,pygmaea,0,A. GrayA. Gray,,,,,,,BU,4,Flora of Japan IIIa,BU,BU,BU,BU,BU,343,*,BU,4,172.433558
*, ,4932,acc,0,Labiatae,Teucrium japonicum Houtt.,Teucrium,japonicum,0,Houtt.,,,,,,,GN,5,Flora of Japan IIIa,GN,GN,GN,GN,GN,0,,GN,5,425.663907
